Client: Deltek
"Program: Q2 All Combined (ID: 136996)"

Overview
Number of Accounts Targeted , 3144
Number of New Accounts , 37
Number of Removed Accounts , 714

"Accounts Targeted","New Accounts","Removed Accounts"
"touchassociates.com","",""
"tpa.ie","",""
"tqsintegration.com","",""
"tracegroup.com","",""
"tracline.co.uk","",""
"trakm8.com","",""
"trams.co.uk","",""
"trans-data.co.uk","",""
"transcendentgroup.com","",""
"transmissionagency.com","",""
"transparity.com","",""
"transputec.com","",""
"traverse.ltd","",""
"travisbaker.co.uk","",""
"trconsult.co.uk","",""
"triathlon.se","",""
"tribalgroup.com","",""
"trifid.no","",""
"trigonfire.com","",""
"trimble.com","",""
"trinitymcqueen.com","",""
"tripleline.com","",""
"trisoft.co.uk","",""
"triumenvironmental.co.uk","",""
"trustmarque.com","",""
"trustwave.com","",""
"trustworks.dk","",""
"tryzens.com","",""
"tsamota.com","",""
"tsgroup.com","",""
"tspprojects.co.uk","",""
"ttech.uk.com","",""
"tti-global-research.co.uk","",""
"ttl.fi","",""
"ttmassociates.com","",""
"ttmc.co.uk","",""
"turing.ac.uk","",""
"turner.works","",""
"tuvsud.com","",""
"tvilum.dk","",""
"twistedfish.com","",""
"tylergrange.co.uk","",""
"tyrens.se","",""
"ua-intl.com","",""
"ubisense.net","",""
"uft.org","",""
"uha-london.com","",""
"uhy-uk.com","",""
"ui.se","",""
"uk-cpi.com","",""
"uk.arteliagroup.com","",""
"uk.fujitsu.com","",""
"uk.logicalis.com","",""
"uk.sogeti.com","",""
"ukas.com","",""
"ukiark.fi","",""
"ukibc.com","",""
"uklandscapes.co.uk","",""
"ukngroup.com","",""
"ukri.org","",""
"ulstein.com","",""
"ultima.com","",""
"ultra.group","",""
"ulyettlandscapes.com","",""
"umain.com","",""
"umoeconsulting.no","",""
"understandingrecruitment.co.uk","",""
"unep-wcmc.org","",""
"unicef.no","",""
"unicef.se","",""
"uniconsult.no","",""
"unipart.com","",""
"unitedoutcomes.com","",""
"universeplc.com","",""
"unlimited.com","",""
"updatetechnology.ie","",""
"upheads.no","",""
"uptonmcgougan.com","",""
"urbangreen-space.co.uk","",""
"us.devenishnutrition.com","",""
"usefulsimple.co.uk","",""
"utilize.co.uk","",""
"vaerogroup.com","",""
"vahanen.com","",""
"vahittaiskaupantilipalvelu.fi","",""
"vaimo.com","",""
"vainu.io","",""
"valagroup.com","",""
"valcon.com","",""
"valcon.dk","",""
"valtech.co.uk","",""
"valtech.com","",""
"valvontakonsultit.fi","",""
"vandkunsten.com","",""
"vantage.ie","",""
"vantagepointglobal.co.uk","",""
"vap.se","",""
"vbk.se","",""
"vectos.co.uk","",""
"veedacr.com","",""
"velas.dk","",""
"venzo.com","",""
"vercoglobal.com","",""
"verkis.com","",""
"vernalis.com","",""
"verona.fi","",""
"verosoftware.com","",""
"vertica.dk","",""
"vextrix.com","",""
"viadex.com","",""
"vibing.dk","",""
"viegandmaagoe.dk","",""
"viewpoint.com","",""
"vigeo-eiris.com","",""
"viggo-madsen.dk","",""
"vincit.fi","",""
"vinnova.se","",""
"virtualclarity.com","",""
"virtualwareco.com","",""
"visionite.se","",""
"vison.fi","",""
"vistra.com","",""
"vitaing.dk","",""
"vitecsoftware.com","",""
"vkst.dk","",""
"vla.dk","",""
"vohkus.com","",""
"volcanic.co.uk","",""
"volkerlaser.co.uk","",""
"volocommerce.com","",""
"volumeglobal.com","",""
"voluntasgroup.com","",""
"voyado.com","",""
"vr.se","",""
"vrtx.com","",""
"vso.is","",""
"vti.se","",""
"vttventures.fi","",""
"w-c-l.com","",""
"wakemans.com","",""
"waldoworks.com","",""
"walkersime.co.uk","",""
"wallacewhittle.com","",""
"walsh.co.uk","",""
"walsinghamplanning.co.uk","",""
"wapice.fi","",""
"wardell-armstrong.com","",""
"wardwilliams.uk","",""
"warnersurveys.com","",""
"waterman-group.co.uk","",""
"watermangroup.com","",""
"watg.com","",""
"watkinspayne.co.uk","",""
"watsonbatty.com","",""
"wavemakerglobal.com","",""
"waves-group.co.uk","",""
"wavestone.com","",""
"wbresearch.com","",""
"wdclose.co.uk","",""
"wdenis.com","",""
"weareathlon.com","",""
"wearedecon.com","",""
"weareidp.com","",""
"wearelxa.com","",""
"wearethinc.com","",""
"weareumi.co.uk","",""
"wearev1.com","",""
"weatheritegroup.com","",""
"webbyates.com","",""
"webenpartners.com","",""
"websight.co.in","",""
"weedonpartnership.co.uk","",""
"welado.fi","",""
"well.ox.ac.uk","",""
"wellingpartnership.co.uk","",""
"weltec.ie","",""
"wenso.co.uk","",""
"wentworth-house.co.uk","",""
"wepe.no","",""
"werm.com","",""
"westbrook.co.uk","",""
"westcoast.co.uk","",""
"westlakes.co.uk","",""
"westonwilliamson.com","",""
"westwoodenergy.com","",""
"wgjones.co.uk","",""
"wgpa.co.uk","",""
"wgsn.com","",""
"whessoe.co.uk","",""
"whitbywood.com","",""
"whitecase.com","",""
"whiteclarkegroup.com","",""
"whitehouseconstruction.co.uk","",""
"whiteink.co.uk","",""
"whittamcox.com","",""
"who-umc.org","",""
"whstephens.com","",""
"wickhamlabs.co.uk","",""
"wikstromvvskontroll.se","",""
"wilke.dk","",""
"williamslea.com","",""
"wilmingtonplc.com","",""
"wilson-partners.co.uk","",""
"wilsonmason.co.uk","",""
"wilsonwright.com","",""
"wiltonengineering.co.uk","",""
"wingardhs.se","",""
"wintech-group.com","",""
"winthrop.ie","",""
"winwin-ekonomi.se","",""
"wirtek.com","",""
"wm-saunders.co.uk","",""
"wmlconsulting.com","",""
"woodallsdesign.com","",""
"woodmac.com","",""
"woodshardwick.com","",""
"woodthilsted.com","",""
"woolgarhunter.com","",""
"workman.co.uk","",""
"worknest.com","",""
"worldline.com","",""
"worldwide.com","",""
"wsm.co.uk","",""
"wsp.com","",""
"wspgroup.com","",""
"wthills.com","",""
"wtpartnership.com","",""
"wunderdog.fi","",""
"wwf.org.za","",""
"www3.stratsys.se","",""
"wymandillon.co.uk","",""
"xaxis.com","",""
"xco2.com","",""
"xdesign.com","",""
"xeiad.com","",""
"xeinadin.com","",""
"xenith.co.uk","",""
"xma.co.uk","",""
"xn--rdek-qoa.se","",""
"xodusgroup.com","",""
"xpedition.co.uk","",""
"xrailgroup.com","",""
"xynomix.com","",""
"yellon.se","",""
"yellowfilm.fi","",""
"yiangou.com","",""
"yld.io","",""
"ymdboon.co.uk","",""
"yonderconsulting.com","",""
"yorkbio.com","",""
"yougov.com","",""
"youngfoundation.org","",""
"yrmit.co.uk","",""
"ytko.com","",""
"zacco.com","",""
"zaizi.com","",""
"zappistore.com","",""
"zcg.dk","",""
"zenithstructural.com","",""
"zensar.com","",""
"zerum.co.uk","",""
"zetica.com","",""
"zingtongroup.com","",""
"zitac.se","",""
"zyte.com","",""
